smiles,logA_stoch_mean,logA_stoch_std,C_stoch_mean,C_stoch_std,B_stoch_mean,B_stoch_std,fail_count,n_data,kl_div_two_normal_dists,MAE_stoch,MAE_db_and_sampled_hov,logA_det,C_det,B_det,MAE_det
CCc1ccc(C(C)CC)cc1,1.537,0.219,0.4,0.04,701.2,3.8,0,25,0.011,0.27,2.27,1.464,0.41,703.0,0.12
CCc1ccc(C(C)O)cc1,1.502,0.233,0.46,0.04,691.4,5.7,0,24,0.008,0.67,2.95,1.472,0.46,694.0,0.56
CCc1ccc(C(C)c2ccc(CC)cc2)cc1,1.473,0.518,0.46,0.09,801.5,15.6,0,13,0.014,0.94,3.05,1.419,0.47,806.0,0.52
CCc1ccc(C(C)c2ccccc2)cc1,1.535,0.428,0.44,0.07,789.0,17.0,0,12,0.013,0.48,2.62,1.45,0.45,798.0,0.34
CCc1ccc(C)c(C)c1,1.49,0.232,0.42,0.04,663.2,3.9,0,25,0.014,0.6,2.3,1.456,0.43,665.0,0.45
CCc1ccc(C)c(C)c1C,1.516,0.216,0.43,0.04,694.5,5.5,0,24,0.012,0.44,2.57,1.511,0.43,698.0,0.36
CCc1ccc(C)c(C)c1O,1.806,0.268,0.39,0.05,719.1,8.2,0,21,0.013,0.48,2.54,1.793,0.39,724.0,0.41
CCc1ccc(C)c(O)c1,1.676,0.257,0.41,0.05,711.9,5.7,0,23,0.015,0.49,2.62,1.611,0.42,716.0,0.36
CCc1ccc(C)c2cc(C)ccc12,1.604,0.557,0.41,0.1,783.2,21.0,0,12,0.018,0.5,2.4,1.467,0.44,793.0,0.29
CCc1ccc(C)c2ccccc12,1.611,0.321,0.43,0.06,776.4,8.8,0,12,0.011,0.6,2.73,1.542,0.44,782.0,0.44
CCc1ccc(C)cc1,1.528,0.078,0.4,0.02,640.1,0.1,0,24,0.008,0.68,0.71,1.531,0.4,640.2,0.66
CCc1ccc(C)cc1-c1ccccc1,1.544,0.446,0.43,0.08,782.8,15.1,0,12,0.012,0.51,2.64,1.48,0.44,791.0,0.36
CCc1ccc(C)cc1C,1.499,0.219,0.42,0.04,660.3,5.0,0,25,0.015,1.07,2.04,1.469,0.43,661.9,0.95
CCc1ccc(C)cc1CC,1.548,0.189,0.42,0.04,668.2,3.3,0,23,0.016,0.42,2.48,1.506,0.43,670.0,0.33
CCc1ccc(C)cc1O,1.273,0.316,0.5,0.06,713.2,9.8,0,22,0.012,0.92,2.97,1.174,0.51,715.0,0.74
CCc1ccc(CC)c(C)c1,1.586,0.218,0.42,0.04,672.0,5.9,0,23,0.013,0.49,2.48,1.463,0.44,676.0,0.3
CCc1ccc(CC)c(CC)c1,1.556,0.205,0.42,0.04,682.7,4.4,0,24,0.009,0.52,2.32,1.473,0.44,685.0,0.35
CCc1ccc(CC)c(CC)c1CC,1.914,0.202,0.37,0.04,705.8,6.6,0,23,0.013,0.7,2.44,1.856,0.38,707.1,0.58
CCc1ccc(CC)c2ccccc12,1.817,0.226,0.4,0.04,781.8,5.9,0,27,0.009,0.94,2.94,1.787,0.4,783.0,0.91
CCc1ccc(CC)cc1,1.526,0.088,0.41,0.02,657.1,1.9,0,23,0.01,0.5,0.66,1.532,0.41,657.9,0.46
CCc1ccc(CCO)cc1,1.592,0.233,0.43,0.04,741.8,9.5,0,27,0.012,1.14,1.77,1.553,0.44,744.6,1.1
CCc1ccc(Cc2ccccc2)cc1,1.599,0.475,0.44,0.08,781.6,15.0,0,13,0.009,0.66,3.4,1.524,0.45,789.0,0.5
CCc1ccc(O)c(C)c1,-0.938,11.404,0.77,1.36,808.8,460.4,3,25,0.014,14.14,2.62,1.318,0.47,716.0,3.25
CCc1ccc(O)cc1,1.351,0.108,0.47,0.02,716.1,1.6,0,22,0.012,0.99,0.86,1.369,0.47,716.5,0.98
CCc1ccc(O)cc1C,2.054,0.257,0.33,0.05,712.2,8.9,0,22,0.012,0.57,2.42,2.048,0.33,713.5,0.57
CCc1ccc(OC)c(O)c1,1.622,0.256,0.44,0.05,718.9,5.7,0,22,0.014,0.57,2.97,1.574,0.45,722.0,0.48
CCc1ccc(OC)cc1,1.557,0.504,0.42,0.08,674.2,18.2,0,23,0.008,0.4,2.5,1.488,0.43,676.0,0.33
CCc1ccc2c(C)cc(C)cc2c1,1.489,0.309,0.46,0.06,778.2,8.1,0,12,0.015,0.73,2.94,1.436,0.47,782.0,0.52
CCc1ccc2c(C)ccc(C)c2c1,1.551,0.419,0.44,0.07,780.7,12.8,0,12,0.014,0.56,2.7,1.48,0.45,787.0,0.42
CCc1ccc2c(C)cccc2c1,1.58,0.327,0.43,0.06,771.5,7.2,0,12,0.014,0.67,2.87,1.483,0.45,777.0,0.5
CCc1ccc2c(CC)cccc2c1,1.595,0.394,0.41,0.07,778.7,11.5,0,12,0.016,0.41,2.42,1.466,0.43,785.0,0.23
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.683,0.326,0.45,0.06,972.1,5.9,0,16,0.019,1.65,3.96,1.744,0.44,975.0,1.39
CCc1ccc2c(c1)C(C)(C)C(C)(C)C2(C)C,1.537,0.32,0.45,0.06,802.3,8.0,0,13,0.018,0.8,3.0,1.438,0.46,805.0,0.51
CCc1ccc2c(c1)C(C)(C)C(C)C2,1.522,0.317,0.41,0.06,759.0,8.7,0,12,0.016,0.32,2.36,1.458,0.42,762.0,0.17
CCc1ccc2c(c1)C(C)(C)C(C)C2(C)C,1.62,0.347,0.43,0.06,775.9,8.4,0,12,0.01,0.73,2.78,1.536,0.45,781.0,0.59
CCc1ccc2c(c1)C(C)(C)CC2,1.602,0.292,0.4,0.05,754.1,7.6,0,12,0.008,0.53,2.45,1.496,0.42,758.0,0.25
CCc1ccc2c(c1)C(C)(C)CC2(C)C,1.628,0.392,0.42,0.07,761.5,13.9,0,12,0.008,0.73,2.82,1.526,0.44,767.0,0.5
CCc1ccc2c(c1)CC(CC)(CC)C2,1.591,0.396,0.44,0.07,760.0,9.9,0,12,0.014,0.86,3.08,1.52,0.45,764.0,0.63
CCc1ccc2c(c1)CCC2,1.733,0.241,0.39,0.04,711.8,6.8,0,25,0.017,0.51,2.65,1.613,0.42,717.0,0.4
CCc1ccc2c(c1)CCC2(C)C,1.633,0.302,0.42,0.05,754.2,6.5,0,12,0.014,0.78,2.71,1.591,0.42,758.0,0.52
CCc1ccc2c(c1)CCC2C,1.698,0.396,0.39,0.07,755.1,16.3,0,12,0.014,0.69,2.65,1.568,0.41,761.0,0.34
CCc1ccc2c(c1)CCCC2,1.612,0.169,0.4,0.03,743.8,2.9,0,27,0.011,0.44,2.54,1.564,0.41,746.0,0.33
CCc1ccc2c(ccc3ccccc32)c1,1.741,0.318,0.43,0.06,870.8,6.7,0,14,0.013,1.24,3.39,1.729,0.43,875.0,1.0
CCc1ccc2cc(C)ccc2c1,1.632,0.434,0.44,0.08,769.3,12.2,0,12,0.01,0.9,3.14,1.53,0.45,775.0,0.68
CCc1ccc2cc3ccccc3cc2c1,2.063,0.236,0.38,0.04,858.1,9.6,0,23,0.011,0.38,2.98,1.902,0.4,866.0,0.15
CCc1ccc2ccc(C)c(C)c2c1,1.587,0.454,0.42,0.08,778.9,14.2,0,12,0.012,0.52,2.66,1.438,0.45,787.0,0.31
CCc1ccc2ccc(C)cc2c1,1.576,0.333,0.42,0.06,769.1,9.7,0,12,0.014,0.52,2.54,1.472,0.44,775.0,0.33
CCc1ccc2cccc(C)c2c1,1.583,0.407,0.42,0.07,770.2,10.0,0,12,0.01,0.65,2.73,1.494,0.44,777.0,0.47
CCc1ccc2cccc(CC)c2c1,1.549,0.441,0.43,0.08,773.4,19.6,0,12,0.01,0.56,2.66,1.475,0.44,782.0,0.35
CCc1ccc2ccccc2c1,1.49,0.137,0.43,0.02,763.7,4.6,0,12,0.011,0.67,1.11,1.458,0.43,766.0,0.61
CCc1ccc2ccccc2c1C,1.552,0.305,0.44,0.05,776.6,8.1,0,12,0.014,0.74,2.65,1.524,0.44,782.0,0.56
CCc1ccc2ccccc2c1CC,1.494,0.353,0.47,0.06,783.2,7.9,0,12,0.014,0.76,2.97,1.436,0.47,787.0,0.66
CCc1cccc(-c2cccc(CC)c2)c1,1.429,0.374,0.47,0.07,786.3,10.7,0,12,0.009,0.53,2.88,1.368,0.48,791.0,0.42
CCc1cccc(-c2ccccc2)c1,1.571,0.39,0.43,0.07,785.3,13.7,0,13,0.015,0.62,3.15,1.472,0.45,792.0,0.46
CCc1cccc(C(=O)O)c1,1.774,0.224,0.43,0.04,771.0,4.6,0,25,0.01,0.72,3.49,1.769,0.43,774.0,0.51
CCc1cccc(C(C)=O)c1,1.599,0.226,0.42,0.04,735.3,6.0,0,26,0.011,0.59,2.67,1.573,0.42,739.0,0.47
CCc1cccc(C(C)C)c1,1.803,0.216,0.36,0.04,664.3,3.6,0,23,0.01,0.8,2.22,1.721,0.38,665.0,0.68
CCc1cccc(C)c1,1.481,0.125,0.41,0.02,637.4,2.5,0,25,0.014,0.55,0.87,1.495,0.41,638.4,0.51
CCc1cccc(C)c1C,1.51,0.17,0.42,0.03,673.9,4.2,1,24,0.014,0.4,1.88,1.444,0.43,676.0,0.32
CCc1cccc(C)c1O,1.619,0.258,0.41,0.05,695.3,8.0,0,24,0.008,0.65,2.5,1.541,0.42,700.0,0.51
CCc1cccc(CC)c1,1.476,0.115,0.42,0.02,652.7,2.9,0,25,0.009,0.47,0.92,1.426,0.43,654.4,0.46
CCc1cccc(CC)c1O,0.557,0.889,0.61,0.15,710.8,26.3,0,21,0.01,2.16,2.71,1.007,0.54,696.2,2.21
CCc1cccc(Cc2ccccc2)c1,1.574,0.325,0.44,0.06,775.4,9.6,0,12,0.013,0.67,2.8,1.55,0.45,781.0,0.57
CCc1cccc(O)c1,1.307,0.097,0.48,0.02,716.2,1.3,0,24,0.011,1.0,0.96,1.346,0.47,716.5,1.06
CCc1cccc(O)c1C,1.829,0.262,0.38,0.05,713.5,8.0,0,20,0.013,0.28,2.52,1.666,0.41,719.6,0.05
CCc1cccc2c(C)cc(C)cc12,1.469,0.379,0.44,0.07,779.6,11.5,0,12,0.014,0.63,2.64,1.493,0.44,786.0,0.36
CCc1cccc2c(C)ccc(C)c12,1.418,0.37,0.47,0.07,790.2,7.9,0,12,0.015,1.02,2.9,1.352,0.49,792.0,0.99
CCc1cccc2c(C)cccc12,1.73,0.408,0.41,0.07,774.9,11.9,0,12,0.01,0.76,2.79,1.649,0.42,782.0,0.56
CCc1cccc2c1CCC2(C)C,1.603,0.299,0.42,0.06,759.0,5.1,0,12,0.015,0.62,2.61,1.589,0.42,763.0,0.43
CCc1cccc2c1CCCC2,1.498,0.494,0.44,0.09,739.8,24.1,0,12,0.021,0.67,2.71,1.44,0.44,748.0,0.52
CCc1cccc2c1CCCC2C,1.563,0.325,0.43,0.06,773.5,7.4,0,12,0.02,0.56,2.6,1.56,0.43,778.0,0.45
CCc1cccc2cc(C)ccc12,1.509,0.328,0.44,0.06,773.4,7.3,0,12,0.013,0.59,2.65,1.514,0.44,777.0,0.46
CCc1cccc2cc3ccccc3cc12,1.932,0.217,0.4,0.04,864.0,6.1,0,27,0.009,0.45,3.5,1.844,0.41,867.4,0.3
CCc1cccc2ccc(C)cc12,1.59,0.339,0.42,0.06,770.5,10.1,0,12,0.011,0.57,2.6,1.48,0.44,777.0,0.37
CCc1cccc2ccc3ccccc3c12,1.499,0.327,0.5,0.06,873.2,6.9,0,14,0.017,1.37,4.17,1.418,0.51,877.0,1.19
CCc1cccc2ccccc12,1.695,0.33,0.4,0.06,768.5,13.0,0,12,0.02,1.38,2.05,1.656,0.41,772.0,1.35
CCc1ccccc1,1.41,0.047,0.41,0.01,616.9,0.8,0,24,0.013,0.36,0.35,1.409,0.41,617.1,0.36
CCc1ccccc1-c1ccccc1,0.327,5.804,0.61,0.73,807.3,240.0,0,12,0.015,6.67,2.91,1.292,0.48,770.0,2.69
CCc1ccccc1C,1.535,0.093,0.4,0.02,644.8,1.6,0,25,0.014,0.52,0.78,1.511,0.4,645.8,0.48
CCc1ccccc1C(=O)O,1.553,0.258,0.46,0.05,754.7,5.7,0,23,0.009,0.69,3.22,1.464,0.48,758.0,0.52
CCc1ccccc1C(C)=O,1.616,0.191,0.4,0.04,727.2,3.8,0,26,0.012,0.44,2.48,1.509,0.42,730.0,0.28
CCc1ccccc1C(C)C,1.553,0.235,0.41,0.04,662.9,5.4,0,23,0.01,0.41,2.3,1.488,0.42,666.0,0.22
CCc1ccccc1CC,1.542,0.066,0.41,0.01,658.0,2.7,0,22,0.009,0.3,0.52,1.533,0.41,659.4,0.26
CCc1ccccc1Cc1ccccc1,1.593,0.366,0.43,0.07,779.4,8.9,0,12,0.009,0.63,2.88,1.468,0.45,785.0,0.44
CCc1ccccc1O,1.282,0.12,0.47,0.02,702.7,1.1,0,24,0.01,0.87,0.94,1.319,0.47,703.0,0.88
CCc1ccco1,1.261,2.704,0.42,0.37,561.6,117.0,0,31,0.014,1.65,1.7,1.447,0.39,551.0,0.81
CCc1ccoc1,1.599,0.225,0.36,0.04,536.0,6.7,0,30,0.013,0.19,1.65,1.461,0.38,539.3,0.04
CCc1occc(=O)c1O,1.756,0.245,0.46,0.04,790.1,6.0,0,23,0.012,1.24,3.84,1.704,0.47,792.0,1.11
CO,1.927,0.068,0.32,0.01,506.7,3.1,0,18,0.012,0.46,0.4,1.932,0.31,506.1,0.47
COC,1.096,0.093,0.39,0.02,400.3,3.2,0,14,0.006,0.09,0.19,1.09,0.39,400.3,0.1
COC(=O)C#CC(=O)OC,1.672,0.28,0.43,0.05,661.8,6.6,0,23,0.012,0.79,2.99,1.604,0.44,665.0,0.52
COC(=O)C#Cc1ccccc1,1.762,0.245,0.42,0.05,734.6,5.4,0,24,0.015,0.61,3.01,1.709,0.43,738.0,0.5
COC(=O)C(=O)OC,1.586,0.16,0.42,0.03,627.6,5.6,0,17,0.015,0.54,0.95,1.439,0.44,631.5,0.44
COC(=O)C(C(=O)OC)(C(=O)OC)C(c1ccccc1)c1ccccc1,0.019,0.771,0.73,0.12,889.4,25.3,0,25,0.018,1.44,3.43,0.194,0.71,881.8,1.53
COC(=O)C(C(=O)OC)(C(=O)OC)C1c2ccccc2-c2ccccc21,1.597,0.463,0.48,0.08,925.7,14.4,0,12,0.009,1.01,3.77,1.492,0.5,934.0,0.91
COC(=O)C(C(=O)OC)C(=O)OC,1.866,0.173,0.41,0.03,687.2,5.3,0,21,0.008,0.7,2.41,1.818,0.42,688.4,0.73
COC(=O)C(C)(C)C,1.526,0.145,0.38,0.03,546.3,5.5,0,31,0.011,0.15,1.11,1.421,0.4,549.5,0.03
COC(=O)C(C)(C)O,2.973,0.293,0.12,0.06,553.2,23.4,0,18,0.016,1.66,2.02,2.861,0.14,563.7,0.67
COC(=O)C(C)(O)CO,1.467,0.542,0.54,0.1,629.2,13.8,0,21,0.011,1.96,4.67,1.543,0.52,626.0,1.79
COC(=O)C(C)=O,1.613,0.282,0.4,0.05,597.7,7.1,1,19,0.013,0.33,2.23,1.482,0.42,603.0,0.19
COC(=O)C(C)C,1.367,0.042,0.41,0.01,540.7,0.1,0,20,0.012,0.13,0.34,1.38,0.41,540.7,0.14
COC(=O)C(C)C(=O)OC,1.723,0.224,0.4,0.04,630.4,6.3,0,21,0.01,0.47,2.57,1.584,0.42,635.0,0.31
COC(=O)C(C)C(C)(C)C,1.65,0.298,0.39,0.06,582.9,6.7,0,19,0.011,0.62,2.35,1.504,0.42,587.0,0.29
COC(=O)C(C)C(C)=O,1.623,0.213,0.42,0.04,628.4,5.0,0,21,0.014,0.62,2.55,1.526,0.43,632.0,0.45
COC(=O)C(C)CC(C)(C)C,1.579,0.176,0.4,0.03,606.9,4.4,0,20,0.009,0.38,1.73,1.451,0.42,610.0,0.14
COC(=O)C(C)O,2.721,0.45,0.19,0.08,578.7,25.9,0,19,0.012,1.7,2.04,2.496,0.23,590.1,0.46
COC(=O)C(O)CO,1.599,0.348,0.49,0.06,652.3,8.2,0,22,0.012,1.59,4.06,1.615,0.49,652.0,1.51
COC(=O)C(OC)C(=O)OC,1.681,0.243,0.42,0.04,653.5,6.4,0,22,0.012,0.62,2.76,1.634,0.43,658.0,0.44
COC(=O)C(OC)OC,1.695,0.268,0.4,0.05,603.2,7.0,0,20,0.01,0.5,2.45,1.553,0.42,608.0,0.21
COC(=O)C12C3C4C1C1C2C3C41C(=O)OC,1.816,0.193,0.36,0.04,826.2,6.6,0,22,0.016,0.35,2.35,1.665,0.38,829.3,0.2
COC(=O)C12CC3CC(CC(C3)C1)C2,1.57,0.233,0.44,0.04,737.6,6.9,0,23,0.015,0.49,2.67,1.471,0.45,742.0,0.32
COC(=O)C1=C(C)CCC1,1.506,0.243,0.41,0.05,645.1,4.9,0,22,0.008,0.38,2.31,1.432,0.43,648.0,0.22
COC(=O)C1=C(C)CCCC1,1.518,0.227,0.42,0.04,669.8,5.8,0,18,0.013,0.5,2.29,1.353,0.45,674.0,0.23
COC(=O)C1=C(OC)C(C)CC1,1.732,0.196,0.4,0.04,669.8,5.5,0,23,0.006,0.43,2.6,1.619,0.42,674.0,0.35
COC(=O)C1=C(OC)CCC1,1.68,0.218,0.4,0.04,670.7,5.8,0,23,0.014,0.38,2.45,1.578,0.42,675.0,0.29
COC(=O)C1=C(OC)CCCC1,1.819,0.233,0.38,0.04,691.9,7.3,0,21,0.013,0.27,2.6,1.709,0.4,696.9,0.07
COC(=O)C1=CCCC1,1.667,0.274,0.4,0.05,640.0,5.9,0,22,0.014,0.63,2.64,1.543,0.42,642.9,0.26
COC(=O)C1=CCCCC1,1.584,0.243,0.41,0.05,667.8,4.6,0,23,0.014,0.49,2.42,1.563,0.41,671.0,0.35
COC(=O)C1=Cc2c(ccc3ccccc23)OC1C(=O)OC,1.879,0.272,0.43,0.05,909.8,5.2,0,15,0.012,1.85,4.17,1.771,0.45,913.0,1.72
COC(=O)C1=Cc2ccccc2OC1C(=O)OC,1.405,0.351,0.49,0.06,822.4,6.0,0,13,0.011,0.83,3.38,1.341,0.51,825.0,0.69
COC(=O)C1C(C)=C1C,1.554,0.257,0.39,0.05,587.2,6.8,0,19,0.019,0.37,2.01,1.389,0.41,592.0,0.11
COC(=O)C1C(C)C1C,1.539,0.245,0.39,0.05,575.6,7.0,0,18,0.011,0.28,1.87,1.39,0.41,580.0,0.1
COC(=O)C1C=CCC1,1.626,0.227,0.39,0.04,625.5,5.4,0,21,0.009,0.42,2.24,1.51,0.4,629.0,0.19
COC(=O)C1C=CCCC1,1.524,0.226,0.42,0.04,655.2,5.2,0,22,0.012,0.33,2.41,1.498,0.42,658.0,0.27
COC(=O)C1CC1,1.828,0.174,0.34,0.03,568.4,4.9,0,18,0.021,0.55,1.83,1.719,0.36,571.0,0.38
COC(=O)C1CC=CCC1,1.547,0.25,0.41,0.05,653.7,6.2,0,22,0.014,0.37,2.42,1.498,0.42,658.0,0.27
COC(=O)C1CCC(C)=C1OC,1.562,0.247,0.43,0.05,663.2,4.2,0,23,0.012,0.57,2.64,1.48,0.44,665.0,0.39
COC(=O)C1CCC1,1.694,0.208,0.36,0.04,623.3,2.4,0,21,0.012,0.82,1.62,1.668,0.36,624.0,0.76
COC(=O)C1CCC=C1C,1.513,0.247,0.41,0.05,630.6,5.1,0,21,0.011,0.32,2.26,1.464,0.42,634.0,0.21
COC(=O)C1CCC=C1OC,1.498,0.24,0.43,0.04,661.2,6.5,0,23,0.011,0.45,2.55,1.431,0.44,663.0,0.26
COC(=O)C1CCCC=C1C,1.392,0.25,0.44,0.05,657.6,6.3,0,22,0.011,0.25,2.29,1.317,0.45,662.0,0.16
COC(=O)C1CCCC=C1OC,1.728,0.225,0.4,0.04,682.9,5.8,0,24,0.009,0.43,2.64,1.619,0.42,685.5,0.35
COC(=O)C1CCCCC1,1.61,0.259,0.4,0.05,657.3,6.8,0,22,0.01,0.37,2.31,1.527,0.41,662.0,0.25
COC(=O)C=CCC=C(C)C,1.59,0.239,0.42,0.04,651.2,5.9,0,22,0.01,0.54,2.54,1.483,0.44,655.0,0.37
COC(=O)C=Cc1ccc(O)c(OC)c1,1.477,0.311,0.48,0.05,824.4,7.9,0,27,0.021,0.67,3.55,1.518,0.47,824.0,0.61
COC(=O)C=Cc1ccc(O)cc1,2.035,0.273,0.37,0.05,776.8,9.9,0,20,0.013,0.46,2.79,1.8,0.41,786.0,0.04
COC(=O)C=Cc1ccccc1,1.535,0.299,0.45,0.05,748.3,7.7,0,24,0.014,0.71,2.89,1.492,0.45,751.0,0.62
COC(=O)CC(=O)C(=O)O,1.436,0.243,0.52,0.04,720.3,4.2,0,25,0.011,1.31,4.13,1.406,0.53,721.0,1.25
COC(=O)CC(=O)OC,1.495,0.055,0.44,0.01,646.9,0.4,0,24,0.01,0.82,0.48,1.51,0.44,647.0,0.79
COC(=O)CC(C)(C)C,1.574,0.182,0.39,0.03,576.8,4.1,0,18,0.01,0.9,1.57,1.557,0.39,578.0,0.88
COC(=O)CC(C)(C)CC(C)C,1.541,0.226,0.42,0.04,631.1,5.2,0,21,0.015,0.49,2.45,1.414,0.44,635.0,0.28
COC(=O)CC(C)C,1.639,0.179,0.38,0.03,557.1,7.1,0,17,0.018,0.3,1.16,1.526,0.4,562.0,0.16
COC(=O)CC(C)OC,1.607,0.235,0.4,0.04,597.4,6.8,1,19,0.017,0.41,2.11,1.528,0.42,601.3,0.3
COC(=O)CC1CCCCC1,1.602,0.215,0.38,0.04,665.7,6.8,0,23,0.007,0.28,2.0,1.461,0.4,670.9,0.09
COC(=O)CCC(=O)O,1.333,0.365,0.51,0.07,683.9,7.0,1,24,0.009,0.78,3.51,1.384,0.5,683.0,0.72
COC(=O)CCC(=O)OC,1.66,0.231,0.41,0.04,663.4,6.6,0,21,0.015,1.74,1.16,1.685,0.41,662.0,1.56
COC(=O)CCC(=O)OC(C)(C)C,1.495,0.267,0.46,0.05,658.9,4.7,0,22,0.013,0.61,2.9,1.488,0.46,661.0,0.58
COC(=O)CCC1(C)OCCO1,1.892,0.231,0.48,0.04,681.4,3.4,0,23,0.011,2.32,4.82,1.908,0.48,682.0,2.36
COC(=O)CCCC(=O)OC,1.149,0.321,0.51,0.05,687.1,9.8,0,24,0.013,1.33,2.28,1.348,0.47,682.0,1.44
COC(=O)CCCC(C)C,1.534,0.252,0.42,0.05,608.0,4.9,0,20,0.012,0.49,2.42,1.436,0.44,611.0,0.31
COC(=O)CCCCC(=O)O,1.653,0.24,0.46,0.04,708.6,4.4,1,25,0.011,1.25,3.63,1.599,0.47,710.0,1.16
COC(=O)CCCCCCC(=O)OC,1.561,0.151,0.46,0.03,721.2,2.1,0,25,0.013,2.94,2.34,1.535,0.46,721.5,2.98
COC(=O)CCCCCCCC(=O)OC,1.959,0.202,0.41,0.04,710.1,4.7,0,25,0.01,1.33,3.21,1.947,0.41,711.0,1.29
COC(=O)CCCCCCCC(C)C,1.489,0.253,0.5,0.05,678.2,5.1,0,23,0.011,1.03,3.66,1.415,0.51,681.0,0.87
COC(=O)CCCCCCCCC(=O)O,1.513,0.286,0.49,0.05,751.5,6.6,0,24,0.011,0.84,3.95,1.487,0.5,754.0,0.77
COC(=O)CCCCCCCCC(=O)OC,1.613,0.185,0.46,0.03,740.2,4.4,0,24,0.014,0.65,2.57,1.609,0.46,742.0,0.67
COC(=O)CCCCCCCCC(C)C,1.376,0.253,0.49,0.05,693.1,4.1,0,24,0.013,0.66,3.32,1.316,0.5,695.0,0.55
COC(=O)CCCCCCCCCCC(C)C,1.305,0.372,0.52,0.06,718.6,9.8,0,25,0.016,0.78,3.61,1.323,0.52,720.0,0.79
COC(=O)CCCCCCCCCCCCC(C)C,1.942,0.208,0.42,0.04,742.0,1.6,0,27,0.011,1.73,3.83,1.925,0.43,743.0,1.71
COC(=O)CCCCCCCCCCCCCCC(C)C,1.05,0.525,0.59,0.09,762.4,9.7,0,12,0.018,1.15,4.22,1.124,0.57,763.0,1.2
COC(=O)CCCCCCCCCCCCO,2.149,0.245,0.41,0.05,749.9,5.8,0,24,0.01,1.5,4.38,2.049,0.43,754.0,1.36
COC(=O)CCCCCCCCCCCO,1.322,0.459,0.55,0.08,748.1,10.3,0,24,0.012,1.38,4.36,1.481,0.52,744.0,1.45
COC(=O)CCCCCCCCCCO,1.336,0.333,0.55,0.06,734.4,7.4,1,26,0.008,1.64,4.42,1.358,0.54,733.0,1.51
COC(=O)CCCCCCCCCO,1.618,0.235,0.49,0.04,722.7,4.3,0,26,0.013,1.75,4.13,1.641,0.49,722.0,1.66
COC(=O)CCCCCCCCO,1.616,0.289,0.49,0.05,710.2,5.9,0,25,0.014,1.7,4.03,1.676,0.48,710.0,1.67
COC(=O)CCCCOC(C)=O,1.334,0.338,0.49,0.06,663.3,8.1,0,23,0.01,0.57,3.11,1.363,0.49,663.0,0.5
COC(=O)CCO,1.609,0.24,0.42,0.05,634.4,5.5,0,21,0.01,0.52,2.61,1.511,0.44,638.0,0.39
COC(=O)CO,1.814,0.143,0.37,0.03,620.7,2.9,0,21,0.011,1.09,1.2,1.76,0.38,622.0,0.95
COC(=O)Cc1ccc2ccccc2c1,1.646,0.394,0.48,0.07,817.1,6.9,0,13,0.014,1.65,4.05,1.588,0.49,819.0,1.62
COC(=O)Cc1cccc2ccccc12,1.773,0.296,0.44,0.05,814.2,8.6,0,13,0.01,1.57,3.59,1.742,0.45,819.0,1.26
COC(=O)Cc1ccccc1,1.867,0.184,0.39,0.03,678.2,5.3,0,23,0.013,0.49,2.56,1.793,0.4,681.0,0.41
COC(=O)OC,0.278,6.304,0.53,0.81,604.7,425.7,40,14,0.016,9.52,1.19,-0.341,0.67,668.2,0.02
COC(=O)OC1CCCCC1,1.52,0.218,0.43,0.04,675.4,6.5,0,18,0.008,0.41,2.26,1.374,0.45,680.0,0.22
COC(=O)c1c(C)cccc1C,1.556,0.238,0.44,0.04,725.7,5.4,0,26,0.013,0.65,2.94,1.498,0.45,728.0,0.52
COC(=O)c1cc(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c1,1.33,0.52,0.56,0.09,857.0,16.6,0,25,0.006,1.7,4.74,1.423,0.54,854.0,1.61
COC(=O)c1cc(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c1C(=O)OC,-0.733,1.818,0.87,0.28,941.8,63.5,0,25,0.013,2.75,3.89,-0.001,0.76,914.0,2.63
COC(=O)c1cc(C(=O)OC)c(C(=O)OC)cc1C(=O)OC,-0.837,1.115,0.89,0.18,883.6,33.7,0,24,0.013,1.38,3.9,-0.5,0.84,872.2,1.43
COC(=O)c1cc(C(=O)OC)c2c(C(=O)OC)cccc2c1,1.259,0.383,0.57,0.06,893.1,12.5,1,27,0.012,1.48,4.84,1.428,0.54,887.0,1.6
COC(=O)c1cc(C(=O)OC)c2cc(C(=O)OC)ccc2c1,1.459,0.353,0.53,0.06,885.3,8.2,0,23,0.013,1.36,4.39,1.443,0.54,887.0,1.33
COC(=O)c1cc(C(=O)OC)c2cccc(C(=O)OC)c2c1,1.294,0.471,0.56,0.08,892.0,19.3,0,26,0.016,1.57,4.43,1.444,0.54,887.0,1.63
COC(=O)c1cc(C(=O)OC)c2ccccc2c1,1.569,0.331,0.49,0.06,849.9,9.5,0,26,0.013,0.97,4.09,1.517,0.5,852.0,0.87
COC(=O)c1cc(C(=O)OC)c2ccccc2c1C(=O)OC,1.319,0.396,0.56,0.07,892.6,12.7,1,27,0.01,1.58,4.73,1.43,0.54,888.0,1.58
COC(=O)c1cc(C(=O)OC)cc(C(=O)OC)c1,1.95,0.227,0.43,0.04,809.6,5.8,0,22,0.015,0.88,3.91,1.868,0.44,813.0,0.65
COC(=O)c1cc(C)cc(C)c1,1.501,0.285,0.45,0.05,726.4,5.4,0,26,0.017,0.57,2.89,1.498,0.45,728.0,0.52
